x,y,z,w
0.29772315066586585,0.035013089764214085,0.045266552541190094,0.2287426974137868
-0.3938808483212055,0.04251971569772081,-0.009532522699699474,1.3803915780074107
-0.3635131344334585,0.018886263190496085,-0.1888086987651471,0.28134335591544785
0.6799838195335242,-0.1916296424374732,-0.09930727136719902,-0.4083980413879454
0.3321137526291729,-0.7551472562595702,0.1647140165947424,-0.3800087190750965
-1.0014176009441849,-1.154801862158595,0.23686308657247945,-0.3017744203403062
-0.02600816464472705,-0.7729483268146341,0.09540579782535524,0.5508316514469482
0.4383959642731817,-0.254359980638614,-0.034041336173000016,0.7354815224390229
0.050546658980408936,-0.335593610978074,0.05390260854157773,0.30880756240599905
0.005806107581319053,-0.6693973618387479,0.1385071640619198,0.07707364727725685
0.17658683188387514,-0.7980028595734582,0.03546017425207821,-0.051012048696854856
0.18662021817252408,-0.7010990860952813,-0.03361019445675638,0.20217983368626768
-0.025260025173296983,-0.4953861872032031,0.04554358565382576,-0.1902296138527732
-0.2900083548715545,-0.2908467519116661,-0.03510347041330328,-0.1862368441917964
-0.3797517213268373,-0.16773282228655376,-0.06550015416582619,-0.04224507663518737
-0.2685080124659925,-0.12939580733462258,0.020566236027991472,0.2105956997374428
-0.031400010170057474,-0.10645831495761802,0.09302250069858048,0.18716663642488665
0.2087858706870984,0.010291119287229368,0.0073413125696873876,0.009615295805259529
0.06710867400427704,0.14046860385035675,0.026740217231238046,0.02314291855693688
-0.09204639625599356,0.07409337040107035,0.09464978761755967,0.002989186464199028
0.07574312710650855,-0.2062042916056624,0.007175254948474631,0.0
0.4255692412318191,-0.4897212379385317,-0.05298555636846318,0.002115069891261257
-0.11823586829983213,-0.6093225106589429,0.003142005570963537,-0.0027877919853080252
-0.6830198897133666,-0.4230126894367271,0.012321759661956276,-0.12850659838202752
-0.18226246598245208,-0.3333671490604978,0.05924953757690427,-0.1988556272294134
0.4109101928499356,-0.2684944646396502,0.13710648550368235,0.866622323362741
0.0727955887605062,-0.0767418734945351,-0.16524562934484122,1.3601376906597962
-0.2213824028310239,0.3601248289008564,-0.25633179868451383,0.7947875833808165
-0.13406243739175744,1.134067931542384,0.3257685390730881,0.0901215108954636
0.7820271046432501,1.8760109634846824,0.3077858127788879,2.033350086435849
1.9224154089363552,-0.2488981795001116,-0.06352787045524759,5.221858137030349
1.49112495620897,-7.843629983370997,0.15377440921158764,-2.884448341336787
1.785924600553454,-17.90944561556066,0.4383071910111692,4.975020786884155
3.6647270652459234,-25.377654240011925,0.10291551400030638,21.965153294664393
4.204756659206923,-27.005329105027123,-0.14809866192725796,49.537125918492784
-0.6859190114402072,-22.519504956130408,0.289296178834392,4.915869916553007
-14.512182559106948,-14.618072338983815,-0.0604056271768525,-16.770616290627004
-34.46373635371479,-6.511453211073141,-0.9613537335827268,-8.837882193269321
-40.40963269615686,0.3872293181508977,-0.2900478945972095,2.9493228593173337
12.735527423405252,3.312602310061598,1.5432075075395648,32.856505691843125
90.73724093602335,-12.43760288381706,1.7813889605524853,20.51316351843464
49.06064782334093,-68.97137912320741,-1.0724558758186302,102.34877769731548
15.243043398220207,-158.52961674440962,-1.370543565848002,20.436286791418194
-38.67350329127612,-228.7643584229107,-1.5891242618660053,-53.41323163962854
-151.27309398322367,-244.22985975682084,-3.5116114442846698,-315.1548207105913
71.7564806386814,-240.45442760453201,1.601237672191561,-122.59840525992941
362.9037726972212,-148.8430691705823,2.7158844994135034,173.29686801026847
261.89032688162774,-117.85707432928686,-3.2247325400963764,287.55010633608117
307.98359268701006,-140.02006356015454,-5.581107590973864,166.75880533878984
446.94412883315226,-172.43879384200446,6.048449412232594,-161.1993434616389
-293.63257421840444,-165.76580682928284,17.41988591576476,-228.77641413343719
-89.36936003734581,-154.6469927991705,10.050514215441282,-387.7786642271538
623.0585732314089,-284.52900180257933,-16.43727041403392,258.7579595067709
-288.4979165723921,-645.7324732289793,-17.846201905627233,239.7830554902293
-286.0708401020106,-1152.1965341798725,12.916926854762812,-74.78935664571124
163.65493619189832,-1594.1054607949784,11.692191116658346,-448.607960460602
