x,y,z,w
0.5875782915825163,0.2542928217292381,0.4857839763495118,0.6558228688692831
0.6226127468245696,0.4621996735378008,0.6243249891548915,-0.37524828250263337
0.7507579526610684,0.7597616723877482,0.8231951631382391,1.3510019930164656
0.7965591691859428,1.1097401335019592,0.5416571913501993,2.6276496344269433
0.9568615363391754,1.3473783209323886,0.1529753423579065,2.4415188747639403
1.0732209719878545,1.326344124205908,0.12678219514376565,1.5388292672660264
0.8685270041586494,1.1428544355175163,0.3087701163044927,0.30943096209998755
0.5736844355222872,0.9265504645036816,0.4795930177693132,-0.10383327042861433
0.3467357157516043,0.7158130264323771,0.6741308348569892,0.13448773606723344
0.2090601280624867,0.5610700445956541,0.7785512715503047,0.4633171135178409
0.1766393522726966,0.5072820761485686,0.5371312887138087,0.497457886005585
0.2033864740349418,0.5572326549158386,0.08396353477431115,0.3671897760361877
0.236631133440576,0.6735711270873512,-0.09081139874047174,0.7734643790905107
0.2673943298920949,0.7599097266907769,-0.05844055280763705,1.3494086759752737
0.30082951528553925,0.7540569108752883,-0.03595072836996226,0.4664364423283465
0.3135581240799569,0.6962128836002247,-0.003973279975440249,-0.23580077880544906
0.2540316407570836,0.6143042677183319,0.05191901094089224,-0.036959462095426686
0.11336207936459992,0.5183456204344973,0.1258091530553358,0.03872800533088413
-0.02569650638314529,0.4867845020424984,0.2516357189713922,0.023443314475718312
-0.0893803757489286,0.5180829498382088,0.3679176830372324,0.004159764552815069
-0.06296304140123893,0.5561983773916586,0.2462351065276199,0.0
0.15861904103052768,0.5813015795277963,0.1335056141837159,-0.0009163533441475428
0.570952111348766,0.6186769510791659,0.21368128381947865,-0.024983135917597533
0.5476594306734149,1.2746416726226049,0.25296208183362384,-0.01804711131752567
0.4985881757736117,1.7979586164330343,0.29177691717011506,0.02807969064074345
0.1808266260375765,2.38751086583736,0.4332755494114845,0.4259919452601328
-0.09824026911300784,3.0655347876654147,0.8733662725189276,-0.3520206910842231
-0.16798551500368145,3.95498859420572,0.9469518255233116,0.6365897662588789
-0.190728266676272,5.509355172361833,1.1652498818748205,12.502848845863396
0.20618662923104186,8.121524237955425,1.9737753679147283,10.585946391060565
2.235326221809755,10.969904721666076,2.9152136676734286,15.54433050030264
5.8730224392653785,12.754655222587767,4.044461798407002,30.084511122534927
11.449973213169795,13.955266880849829,5.2089250646286525,36.601351528728586
19.6224350366242,16.61957448272659,5.476403580465277,28.848407839054662
30.52152771177795,22.97313208698437,4.843008819550925,24.096909326897713
42.53011685927392,33.99845042102009,5.2103575297022005,91.63260399776142
56.61264378968731,48.56085777427097,6.67218379556387,206.94563959012345
76.03648521255025,64.95773768264326,7.688749368500067,180.24846204768693
101.03923299491942,87.05239916027483,8.506961196712918,166.25483313573886
127.55198523865248,126.03119555319981,9.90935699162294,163.90121433246262
158.84414416250723,185.6880150173611,11.958067927135716,226.33833384356942
220.3701677885175,245.5238237125141,15.201782931615224,219.67668592504089
338.913173712962,277.1958065269944,22.764579790082358,333.98559669196504
474.3843718378128,275.4151708533891,32.48427983462875,650.3224738371465
533.8793661224587,255.96162635292407,38.30134807313738,1067.7484467408476
546.8864784997437,243.5786272968719,51.57358150187451,1222.428784312219
862.8108828961937,455.08620892145234,74.92799511281433,1112.3902279830338
1200.0410176626433,592.5368101337134,102.41874845540691,1474.4623269383928
1896.462959698878,739.7867455446261,130.00547874703034,2153.730107002464
2988.1416551503694,886.8596628154263,156.42906294205454,2716.4206744718663
4287.8369454013255,1022.7196356568114,215.78164593267013,3533.0406196012127
