X,Y,Z
1.1990396276339088,2.685850149213922,0.11270981145159872
1.3292886189135908,3.0527028818461805,0.12997541884329866
1.4871374316580233,3.4164290160501367,0.16756413696590333
1.6752288384723093,3.806226746226723,0.22546290736066896
1.8896995310320583,4.2531698793789845,0.3320882764545556
2.128798035772532,4.800036879598292,0.4528678600126042
2.3937274206679406,5.488366282936732,0.5641687035749479
2.691253134030389,6.132800997751343,0.6312491735103641
3.0431619813385185,6.6225729541128695,0.7260663075258629
3.4789484435488256,6.91979342947814,0.9189421246727668
3.9859941171383197,6.959654421631664,1.2419945344956156
4.4898448542912535,6.817058741801349,1.7989166146734537
4.919547417945704,7.099834682926893,2.33079506980958
5.30085531204499,8.326161502664673,2.770469420872547
5.777812915134327,10.461139237984023,3.064877195184142
6.506855153481616,13.089449267986147,3.5675922518978083
7.508310162936658,15.693556886220485,4.603922707602115
8.63745500575158,17.926493683139984,6.2036834029524925
9.724009587661843,19.571120659780192,8.473766587112197
10.718092926644774,21.172879003291047,10.406897329765572
11.703463133880955,22.89808244982528,12.526139155166074
12.770777879496244,24.56376063012857,14.690757881578294
13.925281234346333,25.713491340774127,17.022098487044005
15.116692744747262,25.736848796769447,20.275444335987014
16.290127178344452,24.24497271364563,24.337719569662823
17.40241555988723,21.22712990011292,28.15004523680845
18.40423043644132,17.49100372830462,30.10525954358731
19.21486565844504,14.274853351133885,34.09539201055468
19.705446854293413,12.426585946240206,39.24414048167575
19.66139143290932,11.968007359028164,42.710233025232334
18.889035940708823,12.003378911867399,45.225299262110426
17.486167447635818,11.365732800462954,46.8839728053944
15.907675821707,9.76184667531821,46.42005505129056
14.659017585091215,7.08495388602014,43.8181707386829
13.937393713699253,3.7817306496720486,44.60503927709464
13.533195395257527,0.660778375371455,45.83085709473172
12.988972313282789,-1.934141593770231,44.47429327445302
11.947786485386189,-3.914879130215807,42.91211545010244
10.431128955355922,-5.2530056237148415,41.49998725093728
8.733585847266482,-5.941219022007751,39.47945469300683
7.105541838217273,-6.185235582541047,36.218460315875795
5.625205211772597,-6.030975313262168,35.53706859731384
4.284755750399697,-5.476154405606989,34.93321651685081
3.0663586356251216,-5.0390578164839335,33.063995287171345
1.950919036076317,-5.028562154133718,31.731585616657892
0.9372122050726184,-5.457637456043344,30.950754613299875
0.04099003719936264,-6.3351427547326224,30.08286358562079
-0.7301064447136985,-7.3146542031308375,28.155470625151946
-1.3798848123449496,-8.010358865474455,28.04648252970295
-1.9151012345210607,-8.323338735406919,27.92512099379867
-2.6943302768134365,-7.973427022747242,27.29498754153961
-3.253320122377183,-8.230642239718794,26.30093738154376
-3.7142164603057246,-8.298544800416671,25.71844186394821
-4.125344487004823,-8.305186557156095,25.534575119003982
-4.504987193900417,-8.328353080799468,25.16651430398857
-4.857299961946897,-8.418949076130819,23.810533811600536
-5.185659059374997,-8.567411109970088,23.98659370658245
-5.498557912842946,-8.549298656366702,24.309092195082965
-5.813091903233866,-8.291077600070746,23.77913988071683
-6.136952165087822,-7.753261708216453,23.570753851215237
-6.424251698955736,-7.0096827363564005,23.720283783574363
-6.585737379209127,-6.275364208214012,23.568896563431096
-6.582891099932341,-6.0180147418647945,22.35101903105488
-6.509566477246553,-6.5234023513527415,22.6470678658327
-6.555671927635963,-7.624867979812938,23.223235054223327
-6.864573293848529,-8.919275767464008,23.008124453335128
-7.409161702283571,-10.012046068927868,23.12585911892796
-8.006838740743342,-10.733314891999074,23.6944515339563
-8.475573012634243,-11.043177244342532,24.045839608935818
-8.76802397269385,-11.234961655378196,23.258942339842648
-8.966605392783016,-11.481023253196268,23.92661338715499
-9.164696709796146,-11.78717579069561,24.86400728044093
-9.388500701918034,-11.956275645140627,24.956965139029325
-9.621750251633411,-11.885100826329568,25.28813218247143
-9.847992150226778,-11.4490910735518,25.93237655899893
-10.06785412645001,-10.465886982825657,26.308698680551572
-10.290822262495977,-9.121849359216256,25.5813188457657
-10.51796933511947,-7.969242929924848,26.568174457862305
-10.740649340901072,-7.514411774959752,27.897794416625825
-10.88651982730177,-7.826600873061197,28.199229062372627
-10.807798620621517,-8.813921358196481,28.51530754816505
-10.45121139807068,-9.999789210556962,28.95786580072977
-9.994365037882245,-10.885190929659839,29.06562787503827
-9.7263222431364,-11.159993220371671,28.066454555503693
-9.823824025596712,-10.989622684515886,29.029697920353232
-10.234530749746009,-10.676667220119283,30.36259359506449
-10.696367690236572,-10.307564906051944,30.573979516527363
-10.936951696613471,-9.91637924589151,30.85123894034591
-10.892757976659613,-9.522198888562317,31.166571974073488
-10.68968685222703,-9.057971767042721,30.90672045940971
-10.457142540549047,-8.271418679857677,29.45533805821196
-10.235628168081336,-7.190192081988063,30.126652501337446
-10.020673472752652,-6.051931840435736,31.087210786792802
-9.803048199945335,-5.175610391185201,30.71259387248875
-9.568618478783446,-4.707006616876787,30.425796217785287
-9.327115003333462,-4.768781801000976,30.3869864839113
-9.113140819818641,-5.2548982397523085,29.92806205453571
-8.935392790094006,-5.798658795125936,28.356170323103328
-8.735770720561334,-6.119241820897861,28.781127391489377
-8.406103133453515,-6.187076855893258,29.28544767815534
-8.277062642236723,-5.878706946257071,28.964668989488548
-7.990821327517255,-5.962447408710253,28.246648653155354
-7.740382675294438,-5.9427532555362905,27.77403604197043
-7.540189544283702,-5.899756811664653,27.63780710047738
-7.371139888600942,-5.8824388714221705,27.178907771825987
-7.220490569362386,-5.923727242735463,25.649323493511144
-7.0856836588955066,-6.018914606985454,25.84860072224319
-6.9748870402969,-6.003262642876482,26.22749601192007
-6.910824600816952,-5.822674232123696,25.59890258453587
-6.9036560192525185,-5.45468803677224,25.23771092253796
-6.894804633080442,-4.944901273151496,25.203442824089283
-6.782391661470766,-4.4370321049178045,24.78460679712349
-6.53071825848276,-4.269208162421508,23.26357986945531
-6.239114322311642,-4.648644126962324,23.37179150778491
-6.08647492187248,-5.459549764850151,23.763902769644762
-6.189448935729839,-6.4169262179131845,23.28348693752153
-6.5022126075538464,-7.240184455969995,23.091026418392214
-6.854525433662374,-7.815251649186019,23.317425557447336
-7.099018729595339,-8.102199968852787,23.30512434552681
-7.213021575294608,-8.315684583242342,22.21477071988072
-7.277390612322303,-8.614060774357805,22.532481230483352
-7.3704865738064065,-9.000414710992516,23.07701725243647
-7.508750539346821,-9.303102755326874,22.823165788638967
-7.674799389804928,-9.458145564146326,22.799407870748855
-7.854100872715247,-9.354046734929698,23.07825017678401
-8.04864681050449,-8.792757938194969,23.18533727736888
-8.269333524563299,-7.883116620367082,22.367845601207943
-8.520401703717294,-7.087588316102544,23.010915163559822
-8.801560034612342,-6.8858555904808005,23.896666211897212
-9.058584769802561,-7.376711100859383,23.97375644952909
-9.157751250380018,-8.549699599497586,24.159293780063113
-9.030053177132057,-10.020203544139294,24.518310174795154
-8.80901141891283,-11.28864524595024,24.73321685498178
-8.745396558596767,-11.997729073678013,24.05089461318991
-9.012157545255805,-12.273048097165036,25.00365819414908
-9.584841051611873,-12.396593591207116,26.271208371266194
-10.23609485445214,-12.43798457107569,26.697248040356932
-10.709397316285235,-12.414523842754312,27.288198259249164
-10.931644087993476,-12.320035157417454,27.984154214941864
-11.008975746253698,-12.031616538894804,28.25548835227734
-11.056357762820998,-11.241965489999163,27.40416266605337
-11.106867117868171,-9.980422439095538,28.468723177200236
-11.151218106424782,-8.508803033280934,29.845779626724468
-11.175364750802148,-7.327228973600956,30.00670835092036
-11.160532260749996,-6.740823152662567,30.25772726338779
-11.113772878143392,-6.89269260834558,30.729617500380435
-11.066676317475753,-7.626606716312372,30.706761713613272
-11.018332263117676,-8.426837942659676,29.47891676448317
-10.890166289624977,-8.865913339766298,30.35139431463191
-10.552608696920908,-8.868030208465997,31.380037356953746
-10.557148796166775,-8.168453609100213,31.413190529281344
-10.285485353648742,-8.093052856600707,31.034835944287178
-10.0040704884604,-7.808224374543853,30.810185743777986
-9.744810563979474,-7.455845326093176,30.87678287109306
-9.494181202994335,-7.120714149662219,30.476004442984834
-9.241280220076009,-6.854149753693718,28.852711465806674
-8.985833857977411,-6.6553695420807495,29.23453473780868
-8.739662045742335,-6.349344930893736,29.853256379909983
-8.529565401978205,-5.901332579953484,29.24659013657621
-8.365243565016335,-5.319760972368808,28.861046913506858
-8.179612732008323,-4.654700362850477,28.79138736944389
-7.8647170240431175,-4.027721909841077,28.21505237491708
-7.395724028611653,-3.742990414320748,26.39287404693427
-6.896754497980624,-3.9483268641661295,26.471525592094288
-6.564301381007207,-4.5003940907220805,26.87794635104269
-6.509723028682121,-5.143013089912724,26.230639906383892
-6.665547968767347,-5.657060253458357,25.84775817924437
-6.844940360265957,-5.978836321757583,25.896141259983878
-6.902891264429513,-6.087299240894171,25.6318992430032
-6.830309105057684,-6.1539730114398825,24.18881165346657
-6.716729959629084,-6.312848741674844,24.314341160389198
-6.639843412747037,-6.556614050392829,24.68442374687662
-6.6131999249824025,-6.747639933385488,24.154990038830864
-6.618980492696058,-6.857382422281831,23.830780323258228
-6.6436213239497555,-6.806158602295928,23.790525563041953
-6.68935428456173,-6.4352761785385,23.532385579454626
-6.7666258631796525,-5.810795511246107,22.35130899499192
-6.8802473153318635,-5.268534102715968,22.656741161725
-7.0338493824510495,-5.176672886953504,23.181843386856297
-7.19017218319528,-5.602942972824801,22.89271889014601
-7.244492438959964,-6.552229628955832,22.70084775929339
-7.137690159656782,-7.778815130672318,22.67053062084112
-6.969149262701062,-8.893295344246578,22.530002029285807
-6.932195794138839,-9.586959345231726,21.61310978087752
-7.162934137768202,-9.982115218362264,22.159592255347718
-7.645715045970316,-10.313001684375003,22.946172713939
-8.202863400766336,-10.624213648866316,23.03339917047461
-8.633477411620136,-10.925156701240859,23.3201164042846
-8.887264211005425,-11.209798912013962,23.75305119874542
-9.057859770453543,-11.35240322222396,23.96935534909593
-9.239312483301381,-10.997168343428708,23.292348855518064
-9.453317869679925,-10.118387509836431,24.16662317998493
-9.68742130774774,-8.946553800559759,25.24643406018324
-9.926895069931943,-7.983744048928733,25.41403286427856
-10.15118637557154,-7.608652267990005,25.804926803309478
-10.364094944146762,-8.061845622625956,26.501829083209444
-10.594821585733175,-9.245305137107175,26.91896653858779
-10.839360028296099,-10.603934637737149,26.2736720663842
-11.008727126733527,-11.601516247139163,27.41882786993137
-10.950831317821493,-12.064031058229403,28.70619613728589
-11.261324510505226,-11.34455143714356,29.22916575359527
-11.276881947191674,-11.642175461792133,29.37191920856773
-11.26290886766953,-11.559516325939493,29.70871518194315
-11.248853215544617,-11.273712664968553,30.32905012352551
-11.218601535451636,-10.9050037465823,30.44968097569933
-11.15801881902208,-10.527217218372748,29.282344863951074
-11.064292746726494,-10.131584720266988,30.160317849392207
-10.948142090409286,-9.522544073512483,31.354011565461626
-10.835228602723953,-8.673620744147428,31.22529768838924
-10.72759314849047,-7.594737867889737,31.23193692686589
-10.538585196382304,-6.436845365025637,31.49161904408729
-10.141467798959091,-5.407145567862903,31.085634870432767
-9.520952482381793,-4.859193829535376,29.290117524033576
-8.849855810548108,-4.9357266837399605,29.67248436642986
-8.38456542831872,-5.401917792021762,30.451022094781926
-8.264583006706001,-5.908582752659093,29.92303047414305
-8.398870003701694,-6.201508256007516,29.579462591017343
-8.543973025825764,-6.243818753031647,29.66943773967452
-8.510723732464013,-6.051768415834613,29.33655187879735
-8.287194412937534,-5.8333595748849385,27.658160079917607
-7.989116227955254,-5.740215705651648,27.820392530238696
-7.7184767841643005,-5.749402042184228,28.273760894286017
-7.497756842017506,-5.719297881333745,27.631774419492608
-7.3095989854097585,-5.6465410308315205,27.167606371940106
-7.140172837368487,-5.472466469624629,26.988060904730464
-6.992543312656585,-5.067442456815623,26.50102469714196
-6.8779353899341205,-4.4898319320299835,24.973170268964246
-6.801278104384087,-4.0026308748183,25.14606332688058
-6.766601894488554,-3.881019831640978,25.566907899133852
-6.7402264588389045,-4.148538155741237,25.03569846808012
-6.628705369533746,-4.792359796240831,24.57120032584784
-6.385057471183282,-5.640911051937184,24.260565000604753
-6.103446698690164,-6.406422884891943,23.78888191900909
-5.950353717123544,-6.8630351603629896,22.500740465021615
-6.032139756977072,-7.125189206157256,22.758263880659147
-6.323914753679099,-7.369325836089518,23.247092912085304
-6.671237594278778,-7.623248149566949,22.984468969321647
-6.913058817268432,-7.895588616781358,22.89416908727813
-7.021223108370997,-8.191235220364073,22.9273972922602
-7.0822099703745485,-8.431802272605795,22.74208554827036
-7.173884604796381,-8.319726584664405,21.74283842149437
-7.3108297333627394,-7.8019026743086854,22.199862304103533
-7.4815532737833506,-7.060264924191773,22.804918363704985
-7.6751953316712225,-6.464745607681127,22.58511516311516
-7.875195147019024,-6.303655125320955,22.59764394805068
-8.085636633689386,-6.839657205131718,22.918224616574697
-8.336907778740644,-8.048192852067015,23.098112225549635
-8.636172680898676,-9.478349322554275,22.428334325077962
-8.917101812896911,-10.66384165984716,23.24001940396729
-9.04502220328855,-11.438454112895336,24.09560367938117
-9.411616373357347,-11.183629250735205,24.47156496581757
-9.589494576997014,-11.890465231571802,24.498637610628496
-9.779472629344653,-12.272925769132685,24.845951976717487
-9.998206609459393,-12.471825513804722,25.56098737469832
-10.224503153780914,-12.583978149862778,26.026555306541447
-10.440892360313107,-12.664083171644304,25.396391831423486
-10.640667304638493,-12.66449872212551,26.436526128607944
-10.830159091211925,-12.336646994860205,27.740989129642912
-11.030378619606656,-11.611448028669242,28.01181746942957
-11.235402795525674,-10.417161095062788,28.521446247398266
-11.340325074529831,-8.988211729460643,29.327184095042554
-11.190626502696686,-7.711829991780317,29.5367597215104
-10.753015311231806,-7.072008175803669,28.3558481561922
-10.216186291674694,-7.297253910278312,29.259172828512288
-9.884398625964836,-8.098585382688963,30.62474228065036
-9.944049858473894,-8.964885121661984,30.684667654848088
-10.312728075515775,-9.476020926499189,30.853420892593466
-10.704873681061393,-9.514666913444644,31.395465129807306
-10.868039075732325,-9.127424363310931,31.393629430124804
-10.753802059578133,-8.626494771847423,29.919828823639026
-10.485624297038546,-8.21169096431005,30.492604859750465
-10.193069672570754,-7.90047897323632,31.4365985050074
